mobile_id	batch
77d28a884abb8e1042a0b07fe553f92e	bc_d2_n8_07_yd
74145a21662b13722909f707a4e23cc8	bc_d2_n8_07_yd
90f7c2ca7d6d422847925cea054c0218	bc_d2_n8_07_yd
86b90043992bcca7b0c39b7ae8b6296b	bc_d2_n8_07_yd
7cbee89425c999c60f4428e45c1f78a0	bc_d2_n8_07_yd
e9b8af0bd7a3c52970dc2fc94392e844	bc_d2_n8_07_yd
a0626e3fdf73d5b4360d0b784a072dee	bc_d2_n8_07_yd
ca12923461f98b9c3e492b2ed5e52506	bc_d2_n8_07_yd
fb14d5193953c14d0a8854414c480022	bc_d2_n8_07_yd
0d7ab46c5ae6e6a4a74f49e1da37474b	bc_d2_n8_07_yd
e8b521ceb657307786a7bb697e06b61d	bc_d2_n8_07_yd
05b4d21ed839ae9496d3a16afa9e1156	bc_d2_n8_07_yd
edf257d37a2a130b9e382f08481757c7	bc_d2_n8_07_yd
7190f7ce49fc2645e2c294e4a0c0519b	bc_d2_n8_07_yd
d5c583f3c8c7ba3ccfce59111776de4c	bc_d2_n8_07_yd
8610591f07820ce8c9c28e1abb64adc4	bc_d2_n8_10_yd
fe27abac9f4a54cdd6f41c1c37dfa112	bc_d2_n8_10_yd
bc0e72d531900b5300d901b765e010d7	bc_d2_n8_10_yd
63ce08c490e2555c2ed5e167f9b31125	bc_d2_n8_10_yd
f1867276dcb035c01e66ad205b85143a	bc_d2_n8_10_yd
1e8e8df263474faeaa538e7b8d48f371	bc_d2_n8_10_yd
ef098e1f1c1b49e78ba3672df197dbb3	bc_d2_n8_10_yd
0d2466b7d1392eddde06e66f30de662f	bc_d2_n8_10_yd
047f75dccac1c68b6d5da16c84702ce4	bc_d2_n8_10_yd
8534a2ca79fb0fc06e0bb9bf86f8bbe7	bc_d2_n8_10_yd
1be6530a803c3b67c42a29532645571a	bc_d2_n8_10_yd
4e112b440c4fd6af72597eec02445b02	bc_d2_n8_10_yd
3ad0d94aef8308ffb8671ed04968d9ec	bc_d2_n8_10_yd
0344987936481b13f83bc026455651d2	bc_d2_n8_10_yd
6619466fdfdd157f0bfe4427557e72b9	bc_d2_n8_10_yd
10481581e2a7d8f1f3b82805c7de4bd2	bc_d2_n8_10_yd
801ab38efc7f9383e4c74c12fede7f05	bc_d2_n8_10_yd
e86cfe85eb43a8a7f84453feeb1f8ec9	bc_d2_n8_10_yd
